date,1. open,2. high,3. low,4. close,5. volume
2024-08-01 05:00:00,171.24,171.29,171.15,171.18,800.0
2024-08-01 04:45:00,171.34,171.39,171.16,171.16,2064.0
2024-08-01 04:30:00,171.39,171.51,171.23,171.31,4242.0
2024-08-01 04:15:00,171.39,171.51,171.14,171.37,11115.0
2024-08-01 04:00:00,172.08,172.84,171.36,171.39,10872.0
2024-07-31 19:45:00,172.27,172.35,172.1,172.16,9060.0
2024-07-31 19:30:00,172.01,172.33,171.87,172.29,5152.0
2024-07-31 19:15:00,171.74,172.3,171.74,172.08,7844.0
2024-07-31 19:00:00,171.3,171.9,171.24,171.74,5566.0
2024-07-31 18:45:00,171.2,171.32,171.0,171.29,4843.0
2024-07-31 18:30:00,171.02,171.33,171.0,171.01,7544.0
2024-07-31 18:15:00,171.14,171.3,171.0,171.04,17708.0
2024-07-31 18:00:00,171.2,171.32,171.0,171.15,9457.0
2024-07-31 17:45:00,170.88,171.34,170.66,171.0,10156.0
2024-07-31 17:30:00,170.7,170.9,170.6,170.88,5944.0
2024-07-31 17:15:00,170.548,171.54,170.28,170.72,12924.0
2024-07-31 17:00:00,171.35,171.62,169.64,170.61,77850.0
2024-07-31 16:45:00,171.09,171.54,160.113,171.32,213000.0
2024-07-31 16:30:00,171.2,171.54,170.79,171.144,1661450.0
2024-07-31 16:15:00,171.54,171.96,171.06,171.06,74541.0
2024-07-31 16:00:00,171.49,172.817,171.46,171.76,11568922.0
2024-07-31 15:45:00,171.56,171.92,170.64,171.52,2951819.0
